CURRENCY,MONTHS,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
EUR,12,0.0017581775266072716,0.001747694970858093,0.0017467799124218262,0.0017892426264730658,0.001805277139196509,0.001830919628298652,0.0018275447226008803,0.0017947105331274906,0.0017375201381510277,0.0017237978131234473,0.0016824846991921902,0.0017012006807647253,0.0016607901372845768,0.0016507713167505313,0.0016285223800542312,0.0016614584061160475,0.0016770329306007416,0.0017479487654537202,0.001774114984872714,0.0018004436802475717,0.0017952026001122315,0.0018296854045146793,0.0018423445881316858,0.0018571060162476645,0.0018619678126976387,0.0018298949061557512,0.0017922810891647443,0.001788703723364927,0.0017923802860426215,0.0017845253551248127
EUR,24,0.001972089409066002,0.001952596672444491,0.0019174758292024737,0.0019645857387790423,0.00202209773797167,0.0020319240340471506,0.0020871491828803224,0.0020388364985760555,0.0019487174238040626,0.0019436932370659162,0.0019051534011424356,0.0019033630181845762,0.0018382990531573607,0.001786657120653789,0.0017516333379024988,0.0017864291397440678,0.0018384106443902481,0.001901738794210941,0.0019129736635684637,0.001937797649360748,0.00195841033113041,0.0020290559431119454,0.002067747503026942,0.002108231856404174,0.002150851070315727,0.0020609971550068183,0.0019956673247082534,0.0019914404953684578,0.0020258025586041123,0.001980851345018482
EUR,60,0.0021037496630009686,0.0020359100848687996,0.0020086926863526065,0.0020103492678099125,0.0020600106220761013,0.0020329337828324445,0.0020869801793500647,0.0020529895513637865,0.0019566735064427345,0.0019466490509307093,0.001922076240579181,0.0019507833611049727,0.0018506035768903026,0.0018268355822256294,0.001794751443261026,0.001795044183051413,0.001848385646652495,0.0018871862290728025,0.0018902053223712417,0.001902115983028377,0.0019018591740001495,0.002009235150288668,0.002036307399817568,0.002119304520918274,0.002129326346270627,0.0021085856551900884,0.0020355435457615266,0.0020606011691301977,0.0021342793960650143,0.0021014298243997188
EUR,120,0.00204021077298421,0.0019633592530404038,0.0019751785879863417,0.0019951923241417844,0.0020484047879589296,0.0020112757849218644,0.002027736044097253,0.0019857969056795402,0.0019330628232406637,0.0019459152839777334,0.0019092275673937495,0.001973456122131986,0.001895615930131468,0.001901506052500022,0.0018764424562371681,0.001879667966426359,0.0019086227829084488,0.0019494235556798431,0.0019922363055679343,0.0019705960347661646,0.0019498693721436994,0.002049603581492972,0.002060289782950312,0.0020910237923420596,0.0020579063483542924,0.002040945812993862,0.001957586156326227,0.001973356307885747,0.002015692546009054,0.0020228078811597976
EUR,180,0.0020466731646408137,0.001975492682355,0.002004169319968272,0.0020290267926496614,0.0020700566880538515,0.00203293709011551,0.002041983922897629,0.001997685647989062,0.0019619367883370368,0.001980306542598918,0.0019282447884930484,0.001991491662273342,0.0019345464557717037,0.0019388597363308461,0.0019150713249253325,0.001922224352609487,0.0019348666422217124,0.001996895443020389,0.002080181434807669,0.0020730250790121875,0.0020436603223466625,0.0021353686500050467,0.0021352621315905143,0.002145087440539983,0.002100615415534091,0.0020585225984514626,0.001970870259605097,0.00197635495010363,0.0020191064726080995,0.0020308199974143704
EUR,240,0.0020775071313611565,0.002016521714172111,0.002061579613169357,0.0020888043887812087,0.002109988071842071,0.002071088829752058,0.002080411705141888,0.002036161161588498,0.001997461749493719,0.0020252562406180593,0.0019645960858738426,0.002012171901694921,0.0019650703685804025,0.001952335313830966,0.0019251781205581197,0.0019328671793462553,0.0019307950827423697,0.0020039604571640505,0.002105849785315482,0.0021435961532399296,0.00209978057699953,0.002188433252782388,0.002184186922728121,0.002196457358564634,0.00214937734053147,0.0020873335066173807,0.0020023654700304762,0.0020050161246617762,0.0020547208503739977,0.002066920476625425
GBP,12,0.0021983545841079005,0.002173966594568425,0.002239083087856342,0.0023065009754376768,0.002257580996855869,0.0022792190100998457,0.0023071037818449113,0.002285364429649135,0.002226926306355474,0.002136878771467257,0.002105470198089543,0.002095449601845685,0.002006563423719646,0.0019800229559161636,0.001957280793718487,0.0019558947676017913,0.0019659283190832464,0.0020071043238152897,0.002073941773820591,0.0020410452061426004,0.00206453140632027,0.002155876461250685,0.0022419258271520266,0.002351915606435574,0.002417971227448642,0.0022857677390988296,0.0023130974342151856,0.0022782929874651057,0.0022361204081523044,0.0022108672427819144
GBP,24,0.002477971239925701,0.0024219571813511157,0.002470535729255878,0.002529862539758525,0.002491934727705482,0.0025153219234803413,0.0025601181094260846,0.0025315775653780206,0.0024619207696312297,0.002357372018658244,0.002297401210932376,0.0022844582075564096,0.0021715903081240516,0.0021137106219728534,0.0020899408099566497,0.0020914840254732617,0.0020995652620334473,0.00212867010281463,0.0022120002591328844,0.002210647468756928,0.002289831166473727,0.0024010083180815945,0.00246292823794114,0.002584307830746596,0.002663228099216026,0.0025433038272126025,0.0025579491161397527,0.0025762197118543643,0.002535097125426264,0.0024990140636101674
GBP,60,0.0025596307422900712,0.0024891755969135647,0.00252366303271028,0.0025405851248107,0.002531160705825659,0.002546124756491226,0.002614232816857902,0.0025791383078477225,0.002522255059878352,0.002484849745765061,0.0023942654857464427,0.0024347867134804683,0.0023167016834863123,0.002281891487105115,0.0022268702275101354,0.002252889922003147,0.002277998523032955,0.0022773909167568443,0.0023476512206013706,0.002343539630490028,0.002406637090405689,0.002525630772761194,0.002543312046630807,0.0026573540245942665,0.0027285429518215925,0.0026121502178876642,0.002613424257588411,0.0026642585869653106,0.0026090890254925584,0.0025577805026118336
GBP,120,0.0024357005001372297,0.0023973591054367595,0.0024467842826751698,0.0024238911888928446,0.0024206757193916202,0.0024179149541486413,0.0024995771265657377,0.002461654362662111,0.002430651037754933,0.0024805321365475364,0.0023716373347269014,0.002442733731919511,0.00235050790907197,0.002353707405923259,0.002308628195252286,0.0023314964325034395,0.002383329967298263,0.0023616897283109256,0.002389766183122595,0.0023832124319679783,0.002401536410803384,0.0025340949719023843,0.0025004424182473737,0.002564414733248429,0.0026402347796375173,0.0025048454202866253,0.0024735066356752246,0.0025216179156483136,0.0024562998856375324,0.002400318325920879
GBP,180,0.0022733097931676087,0.0022593289599663756,0.0023155136375375587,0.0022860394555155256,0.0022853283572848945,0.00227852915318548,0.002347894487728492,0.0023342616532659745,0.0023244124795581984,0.0023794738741869516,0.002260390860316946,0.002335856273994013,0.002263974836914666,0.0022654231312029885,0.00223551659061054,0.002222195937339622,0.0022442346838893253,0.002214398648264327,0.0022418198203164766,0.0022759070488211405,0.0022755656586906643,0.0024100013181927024,0.002368024062290954,0.002400921235358951,0.0024955583415347546,0.0022929946422580233,0.002246742527292536,0.0023088309063884135,0.0022769083577304453,0.002238965980907837
GBP,240,0.002149457358734895,0.002162414257654701,0.0022339880354075845,0.002195928614780204,0.002193982541625068,0.0021907200119363774,0.002256496689401926,0.0022735724230622837,0.002298761234656083,0.002359306187426576,0.0022199970769882713,0.0022998671316025975,0.002224090445899568,0.0021955208793959153,0.0021676090544285823,0.0021218528568530937,0.0021046881479017954,0.0020682998197775484,0.0021055738360229777,0.002177959242866302,0.002184170368030641,0.0023251679086800743,0.0022937584078970685,0.0023150883720429085,0.002452500303032206,0.0021312300933261663,0.0020849607359752723,0.002156004169640578,0.0021456967700703026,0.0021235276091961333
GBP-EUR,0,0.02075792666769757,0.021551741900321393,0.02292665596671794,0.023387638478541348,0.02203623500203912,0.02173895622832765,0.02180783841883459,0.021653792895805404,0.021599335241978036,0.02178462886628513,0.021534224007510226,0.022072927266403752,0.022333351724306647,0.02235100167826103,0.02229483003098634,0.02177430067769146,0.021172317519186155,0.02140323463071873,0.02100588630269252,0.021303585806753417,0.02058803153651929,0.020957124327248517,0.02016669973915604,0.02018770651469655,0.020090580199041738,0.020484615661776055,0.020860985212351895,0.02109762449651091,0.02090949532377676,0.021549262027203718
USD,12,0.002089209765096095,0.0020960381377271306,0.0020556635099337837,0.002120375887697484,0.0020938276930674653,0.0021562414407777846,0.002103888628471721,0.0020305874919217494,0.0019868058852197104,0.0020114279181887872,0.0019773545538766374,0.001996758069449488,0.0019093762164433812,0.0019732942100347153,0.0018949306037298285,0.0019735793400838084,0.002016749064797513,0.0020044227577600293,0.0020282981496375077,0.0019990187081476043,0.002063927654873815,0.0020236150470248505,0.0021054101075226642,0.002064363139582878,0.0021719480372687045,0.0021237080105997895,0.0020758142402789092,0.002059779000743912,0.002043842357373098,0.002092978002553256
USD,24,0.0023170216552499522,0.0023376925766069832,0.0023018275401138423,0.0023423768091764986,0.002334556321696956,0.0024226845071392373,0.0023254857262327033,0.0022027879910222047,0.0021095438923642283,0.0021132370090804005,0.002075967978694296,0.0020856199594466796,0.0020237951772919855,0.0020924415172896304,0.0020374950877410317,0.0021397891291888367,0.002177612754494339,0.0021590082234012225,0.0021773631183903634,0.002156091384948743,0.002211487622147684,0.002212654664164654,0.0022859096914106427,0.0022890715159336675,0.00237022874934204,0.0023540915891664036,0.002303924839489051,0.002325020105123055,0.002260766825911051,0.002312921374919678
USD,60,0.0026839511753197504,0.0026926848817867607,0.0026374127906933307,0.0026627666538578945,0.0026254729233589715,0.0027181584973350486,0.0025874367132797758,0.002475980283075527,0.0023614426973399025,0.002388536635692496,0.0023344529029631356,0.0023746740448704552,0.0023288068899728976,0.0024034682224043625,0.00237547852950427,0.0024401376883912496,0.002441485563349188,0.0024692941320358466,0.0024835667428230518,0.0024460136776443013,0.002471149621244447,0.002507494388412948,0.0025235554471666356,0.0025437818762019705,0.0026044905040067167,0.002589576324743696,0.002540222837446268,0.002613608980199163,0.0025752118321325946,0.0026144662508868384
USD,120,0.0026141982251976755,0.0026115356692824926,0.002591754449207913,0.0025879586698772774,0.002549956417808022,0.0025822305979365835,0.002459959375268425,0.0023895920308895442,0.002329533336206455,0.0023301084478473118,0.0022924890848681264,0.0023280631746343317,0.002311472558182824,0.002388130757762739,0.002379377238312684,0.0024398124654939845,0.002433588511056792,0.0024592808697763008,0.002479352143902003,0.002457340778436314,0.002453774234525765,0.0025141966172999844,0.0024996941209140945,0.0024922544551949206,0.0025194825463030826,0.0025083302488713745,0.00244452389991169,0.002518456328418279,0.002488558524029963,0.0025219381956958966
USD,240,0.0024927843717164134,0.0024847646814341456,0.0024892951985083507,0.0024570418180149696,0.0024285315158902613,0.0024403465649032226,0.002328547744372242,0.002274923620651526,0.0022112122331956504,0.0022055284368800256,0.002173873663597775,0.0021998510026133445,0.0022101486667934207,0.0022671582972055237,0.0022667040327075494,0.00236482158100205,0.0023384615477767923,0.002373556056886972,0.0024099787663452495,0.0024091535387343846,0.002392617004373006,0.0024705114757027995,0.002444467283950901,0.0023885034205240315,0.0023960657985403304,0.0023776862243063174,0.0023260367141737393,0.0023649661902595915,0.0023646907057400936,0.0023834916235051804
USD-EUR,0,0.02560660615922284,0.02648750257181967,0.02711735557758745,0.02790508314097696,0.02706243559287017,0.026820929503814376,0.02686056371124627,0.027160362779672046,0.02729298623887778,0.026769321157116433,0.0264943085192652,0.02613261348449205,0.025448165418657593,0.025345484410155012,0.025184914232290814,0.02524639663488454,0.02479946045632826,0.025397608641776585,0.026015199258214418,0.025869474363285135,0.02538097986241222,0.025394504135180115,0.025615515210176697,0.02602347467885774,0.025613937976813578,0.02540377435207011,0.024998088109800608,0.025981590337575754,0.025453056156490544,0.025832176424690028
